"","pi_D08","is_ok","CO2.PPM.","SIO2.WT..","TIO2.WT..","AL2O3.WT..","FeOT_calc","MGO.WT..","CAO.WT..","NA2O.WT..","K2O.WT..","P2O5.WT..","NB.PPM.","CE.PPM.","LA.PPM."
"872",NA,0,2.64127415020048,47.4957,1.26056666666667,NA,NA,NA,NA,NA,0.079,0.1014,NA,NA,NA
"873",NA,0,3.00785583477113,46.8507666666667,1.27346666666667,NA,NA,NA,NA,NA,0.0729,0.1128,NA,NA,NA
"874",NA,0,1.83224340099207,48.1566666666667,1.4781,NA,NA,NA,NA,NA,0.106366666666667,0.0863333333333333,NA,NA,NA
"875",NA,0,1.01119657802815,49.3165,1.50558888888889,NA,NA,NA,NA,NA,0.102733333333333,0.0958222222222222,NA,NA,NA
"876",NA,0,3.22349594096239,47.77,0.91,16.83,7.73,6.42,12.81,2.03,1.41,0.66,NA,NA,NA
"877",NA,0,3.17026171539496,47.19,0.84,16.96,7.99,5.99,12.31,2.04,1.51,0.49,NA,NA,NA
"878",NA,0,3.12515582958053,47.07,0.92,16.51,8.01,6.22,12.44,2.05,1.45,0.56,NA,NA,NA
"879",NA,0,3.15472820744016,47.93,0.87,16.57,8.49,6.75,11.78,2.41,1.65,0.56,NA,NA,NA
"880",NA,0,3.20493352235414,47.55,0.87,16.59,8.21,6.69,11.55,2.31,1.68,0.57,NA,NA,NA
"881",NA,0,3.326949994166,47.45,0.91,16.6,8.49,6.04,11.73,2.17,1.48,0.56,NA,NA,NA
"882",NA,0,3.24254142829838,47.3,0.92,16.85,8.55,5.45,11.99,2.26,1.55,0.58,NA,NA,NA
"883",NA,0,3.11427729656159,47.15,0.96,17.55,7.75,5.85,12.08,2.41,1.66,0.49,NA,NA,NA
"884",NA,0,3.03901732199741,47.23,0.88,16.93,8.12,6.47,12.06,2.15,1.51,0.58,NA,NA,NA
"885",NA,0,3.26670196688409,47.21,0.99,17.22,7.92,5.97,12.32,2.12,1.46,0.57,NA,NA,NA
"886",NA,0,2.56584781867352,47.34,0.91,17.16,7.96,6.18,11.51,2.61,1.94,0.6,NA,NA,NA
"887",-1.07905462065605,1,2.57287160220048,49.31,0.94,18.67,8.19,8.56,11.33,2.53,0.2,0.06,3,NA,4.6
"888",-1.03124578049201,1,2.67394199863409,48.84,0.86,18.51,8.54,8.62,11.17,2.49,0.2,0.08,2.7,NA,3.8
"889",-1.1474554155477,1,2.47712125471966,48.91,0.93,18.47,8.31,8.97,10.86,2.39,0.19,0.1,2.4,NA,4.3
"890",-1.28582061066969,1,2.04532297878666,50.77,0.61,17.95,6.39,8.36,11.16,2.69,0.32,0.06,0.2,NA,2.4
"891",-1.26126480218215,1,2.50105926221775,50.05,0.5,16.7,6.1,9.37,10.19,2.29,0.6,0.07,0.6,NA,2.6
"892",-1.18275928741459,1,2.69196510276736,49.86,0.5,18.07,6.34,8.61,11.35,2.53,0.3,0.09,1.5,NA,5.6
"893",-1.1189944075038,1,2.69897000433602,49.87,0.47,17.39,6.26,8.63,11.16,2.58,0.28,0.09,1.2,NA,2.5
"894",-1.16887688820943,1,2.86805636182304,49.83,0.51,17.99,6.04,8.61,11.32,2.61,0.31,0.08,0.9,NA,3.3
"895",-1.83340341261649,1,2.22788670461367,51.58,0.56,17.63,7.24,8.4,9.43,2.65,0.44,0.08,0.7,NA,3.2
"896",-1.32930611382805,1,2.72672720902657,50.13,0.62,19.2,6.7,8.75,10.61,3.09,0.37,0.08,1.1,NA,3.8
"897",-0.828175786235917,1,2.04532297878666,48.65,0.64,19.06,7.25,9.57,10.95,3.04,0.35,0.07,2.4,NA,1.7
"898",-0.0298146064666742,1,2.85369821177617,46.53,0.85,17.67,6.86,8.24,11.67,3.23,1.11,0.4,3.3,NA,19.1
"899",-0.339832662902392,1,2.58092497567562,47.7,0.75,16.91,6.49,8.81,11.28,2.87,0.85,0.35,2.6,NA,16.2
"900",0.121370731167627,1,2.81822589361396,46.57,0.77,15.86,7.33,9.13,10.96,2.96,0.98,0.37,3.7,NA,15.1
"901",-1.38270772051716,1,2.39967372148104,50.88,0.58,17.3,6.54,8.68,9.73,2.93,0.7,0.11,1.8,NA,9.9
"902",NA,0,2.68394713075151,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA
"903",NA,0,2.5705429398819,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA
"904",NA,0,2.91645394854993,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA
"905",NA,0,2.34635297445064,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA
"906",NA,0,2.70156798505593,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA
"907",NA,0,2.75587485567249,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA
"908",NA,0,2.75587485567249,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA
"909",NA,0,2.14921911265538,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA
"910",NA,0,2.66181268553726,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA
"911",NA,0,2.1846914308176,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA
"912",NA,0,2.31806333496276,49.2,2.55,12.5,11.1,7.65,12.5,2.08,0.39,0.4,NA,NA,NA
"913",NA,0,2.76937732607614,49.1,1.9,13.8,11,7.16,12,2.13,1.39,0.38,NA,NA,NA
"914",NA,0,2.74429298312268,48.1,2.62,13.1,11.6,7.46,12,2.28,0.5,0.37,NA,NA,NA
"915",NA,0,2.00432137378264,50.9,2.45,14.6,7,5.79,14,2.31,0.51,0.22,NA,NA,NA
"916",NA,0,2.13672056715641,50.5,2.35,14.4,8.24,6.45,13.2,2.24,0.69,0.23,NA,NA,NA
"917",NA,0,2.06818586174616,49.9,2.58,14.8,8.06,6.92,14,2.42,0.48,0.24,NA,NA,NA
"918",NA,0,2.07554696139253,49.5,3.18,14.1,8.21,6.99,13.6,2.37,0.66,0.24,NA,NA,NA
"919",NA,0,2.23299611039215,51,2.54,14.1,7.79,6.49,14.1,2.26,0.29,0.2,NA,NA,NA
"920",NA,0,2.12057393120585,49.2,2.74,13.8,8.82,6.7,13.5,2.19,0.57,0.22,NA,NA,NA
"921",NA,0,2.04921802267018,49.6,3.03,13.9,8.77,7,13.8,2.06,0.64,0.26,NA,NA,NA
"922",NA,0,1.51851393987789,51.5,2.94,14.6,6.95,5.32,14.1,2.46,0.39,0.23,NA,NA,NA
"923",NA,0,1.90308998699194,50.4,3.38,14,6.84,6.69,13.9,2.2,0.66,0.26,NA,NA,NA
"924",NA,0,1.94448267215017,51.8,2.6,14.2,7,6.99,13.3,2.47,0.57,0.24,NA,NA,NA
"925",NA,0,1.83884909073726,51.7,2.5,14.1,7.45,6.95,13.2,2.3,0.65,0.24,NA,NA,NA
"926",NA,0,2.30102999566398,51.7,3.25,14.1,7.44,6.87,13.3,2.27,0.79,0.25,NA,NA,NA
"927",NA,0,1.89762709129044,50.7,2.27,14.6,8.42,6.89,13.2,2.36,0.45,0.23,NA,NA,NA
"928",NA,0,2.04139268515822,49.8,2.95,14.1,7.75,7.11,13.8,2.47,0.49,0.27,NA,NA,NA
"929",NA,0,1.95904139232109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930",NA,0,1.92941892571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931",NA,0,1.30102999566398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932",NA,0,1.27875360095283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933",NA,0,1.57978359661681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934",NA,0,1.76342799356294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935",NA,0,1.8750612633917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936",NA,0,1.66275783168157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937",NA,0,1.46239799789896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938",-0.502890980604024,1,3.09131515969722,50.01,1.31,15.58,9.24,11.04,8.72,3.1,0.6,0.281,6.3,32.7,11.5
"939",0.0718952310388143,1,2.91539983521227,48.03,1.29,14.89,10.75,12.89,8.51,2.75,0.43,0.34,8.3,28.1,10.5
"940",-0.610682133182801,1,2.97220283837906,50.36,1.2,15.3,9.5,11.37,7.63,3.33,0.81,0.37,12.2,39.5,14.9
"941",-0.312477554927474,1,2.97451169273733,49.73,1.27,15.59,9.12,10.89,8.89,3.21,0.87,0.33,12,41.9,17.8
"942",-1.12004846999343,1,2.86805636182304,52.19,0.86,15.72,8.23,11.24,7.18,3.62,0.67,0.18,5.69,21.28,8.5
"943",-1.32404823535757,1,2.8561244442423,52.18,0.96,16.46,7.75,10.51,7.67,3.58,0.59,0.2,6.89,18.92,8.03
"944",-0.69295057825071,1,2.84135947045485,51.66,0.85,14.72,8.99,12.44,6.98,3.58,0.53,0.146,4.6,17.4,6.7
"945",NA,0,2.90254677931399,72.11,NA,11.62,0.95,NA,NA,3.94,2.94,0,6.03,32.12,16.77
"946",NA,0,2.64542226934909,73.39,NA,11.34,0.77,NA,NA,3.92,3.26,0.08,6.74,37.33,19.29
"947",NA,0,2.56348108539441,71.77,NA,12.14,0.8,NA,NA,3.83,3.23,0.01,7.19,36.57,18.64
"948",NA,0,2.98136550907854,NA,0.08,NA,NA,0.19,0.62,NA,NA,NA,7.13,37.13,18.79
"949",NA,0,2.83442070368153,NA,0.09,NA,NA,0.19,0.68,NA,NA,NA,7.18,37.76,19.3
"950",NA,0,2.79169064902012,NA,0.1,NA,NA,0.22,0.72,NA,NA,NA,7,35.6,18.2
"951",NA,0,2.56584781867352,NA,0.1,NA,NA,0.07,0.61,NA,NA,NA,6.06,31.1,16.65
"952",NA,0,2.77597433112937,NA,0.11,NA,NA,0.29,0.77,NA,NA,NA,6.99,35.16,17.72
"953",NA,0,2.4814426285023,73.48,NA,11.71,0.96,NA,NA,3.62,3.01,0,7.13,38.54,18.99
"954",NA,0,2.46089784275655,73.18,NA,11.86,0.8,NA,NA,4.07,3.02,0,7.22,38.3,18.84
"955",NA,0,2.46982201597816,73.15,NA,11.4,0.82,NA,NA,3.8,3.11,0.03,6.91,37.85,19.02
"956",NA,0,2.41497334797082,72.59,NA,11.72,0.8,NA,NA,3.78,3.06,0.03,7.21,37.76,18.78
"957",NA,0,2.32014628611105,NA,0.1,NA,NA,0.24,0.66,NA,NA,NA,6.94,35.67,17.97
"958",NA,0,1.86923171973098,51.6,0.84,17.84,8.14,4.48,9.99,2.66,0.45,NA,NA,NA,NA
"959",NA,0,0.875580923709253,51.128946806238,0.657642180451128,18.4974833222148,5.26169964366931,1.62476277309196,10.2139895209581,1.82836702044367,0.482924644483094,0.149623521340479,NA,NA,NA
"960",NA,0,1.73839648105484,55.899555650502,0.92640462406015,19.6500333555704,3.33622632907766,0.497643711170541,8.96872230538922,1.60581954545455,0.187435955803366,NA,NA,NA,NA
"961",NA,0,1.88350687829818,52.6264473403119,0.853833759398496,19.2343595730487,6.4581252350171,1.36640592470685,9.54238473053892,1.76016046541975,0.190567919075145,0.284129335115485,NA,NA,NA
"962",NA,0,3.03798141267289,47.8795705474758,0.708288072995872,18.1619600802619,6.34429664595357,3.31049250876634,14.3455813187417,2.30721047708138,0.39564738292011,0.125334608030593,NA,NA,NA
"963",NA,0,1.67769052425913,53.8862059588169,0.792050836411036,19.6419368465519,4.90363505614663,2.39060886197004,10.4713138004868,2.61504583723106,0.534242424242424,0.158317399617591,NA,NA,NA
"964",NA,0,2.47979905484648,52.508,0.727,17.985,6.404,1.495,10.1,2.326,0.441,0.142,NA,NA,NA
"965",NA,0,2.92355304093963,52.138,0.751,18.036,6.169,1.614,10.398,2.437,0.512,0.151,NA,NA,NA
"966",NA,0,2.7302879462686,51.167,0.711,17.25,8.661,3.515,9.641,2.328,0.438,0.138,NA,NA,NA
"967",NA,0,3.00290190181599,55.233,0.607,19.163,2.017,0.235,8.498,2.629,0.657,0.151,NA,NA,NA
"968",NA,0,1.76654407791745,54.288,0.483,20.227,2.53,0.703,8.965,2.973,0.53,0.185,NA,NA,NA
"969",NA,0,1.81433273867839,52.3483400982696,0.776795340479584,18.0469268242654,7.18730392872791,2.30804001414552,9.68550730339842,1.62351087679328,0.523268295844947,0.219279800800672,NA,NA,NA
"970",NA,0,1.70753270951487,49.3961247596667,0.70227833199083,16.4963109584124,8.13608003505185,4.15437294668906,10.1366517483893,1.83280349942901,0.425339988332145,0.141374751404404,NA,NA,NA
"971",NA,0,1.8980769550782,49.3747318948943,0.862381188425553,17.2809599507718,7.42124872206806,3.0937346830519,11.0671371661831,1.88588977023072,0.347048680884164,0.203011393426745,NA,NA,NA
"972",NA,0,1.87432502161474,53.3644194837456,0.839304897314376,17.6377571168408,7.1204284164859,2.53933856951872,9.2053217133321,NA,0.241704870010985,0.152072800808898,NA,NA,NA
"973",NA,0,1.7046377703716,51.7707327494125,0.779167234648987,17.6172380903543,6.08256462684387,2.26064733445319,10.1366517483893,2.34216626777141,0.480400596357037,0.187430383547491,NA,NA,NA
"974",NA,0,1.88554203131818,51.086161076693,0.768493710886672,17.5425096148915,7.36926099021469,2.51891266908319,10.6300909850981,1.96936793106641,0.463715563622221,0.191554768515529,NA,NA,NA
"975",NA,0,1.40584303123015,49.7384105960265,0.971685978065555,17.019410286652,7.34326712428801,3.2122989479268,10.3481257069788,1.53565309861645,0.377595125429442,0.141603883902628,NA,NA,NA
"976",NA,0,2.76164644753079,47.9200170903653,1.06774769192639,17.6919665658171,5.45871184460348,2.6145236849085,13.7881021000344,2.34521872834251,0.647764309327802,0.292831332730677,NA,NA,NA
"977",NA,0,2.48428501868792,48.3692672505875,0.845382613544829,18.9249864109533,6.44647874981744,2.52254555742198,12.1245069591305,2.23878075538509,0.443436831529137,0.157184893781882,NA,NA,NA
"978",NA,0,1.9722797906731,54.6386002808079,0.800210637177462,18.7424978433816,6.22543926247288,1.58659712566845,9.69820508066011,1.11588549823258,0.142207250091542,0.114459049544995,NA,NA,NA
"979",NA,0,2.04142053596512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980",NA,0,2.3644275548854,49.7811963255715,0.692000123923415,17.8414235167427,7.05733459909449,2.09650683405534,10.5032066099444,1.6086467209688,0.423671485058663,0.157184893781882,NA,NA,NA
"981",NA,0,2.22332431738402,51.7231018468517,0.819961383184132,18.6472615738522,9.21312364425163,3.39622700534759,9.65471537177823,1.57765112532999,0.33345148297327,0.314256825075834,NA,NA,NA
"982",NA,0,2.16190828825376,48.7329459517197,0.663735051738026,17.1875493564433,7.82415364393165,4.44582967023252,10.5032066099444,2.15822233944349,0.540466714202372,0.166350193710854,NA,NA,NA
"983",NA,0,2.23621730189142,49.011053193762,0.598112646384534,16.5336751961438,7.98011683949175,4.78781656794271,10.249437859637,1.94680626597568,0.484764374149219,0.17459896364693,NA,NA,NA
"984",NA,0,2.6357031367742,50.5727323221534,0.96041948076089,18.4205692015794,5.95259529721046,2.06546215188754,10.1225534844834,1.97547285220861,0.777265832631101,0.322847689998063,NA,NA,NA
"985",NA,0,2.52502884441186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986",NA,0,2.05434369314366,50.7224823755608,0.720265196108805,18.3645228449823,7.65519351540821,2.28277492706215,10.4468135543206,2.59591864220358,0.487074609450963,0.223404185768709,NA,NA,NA
"987",NA,0,2.40637283684438,45.1817303994873,0.888076708594089,15.5435228962617,7.55121805170147,3.40203479798426,10.3058309152609,1.95928153961409,0.384012445712063,0.184451661070575,NA,NA,NA
"988",NA,0,2.17213549504619,47.3424097415082,0.81039717454613,17.0941387621148,8.07109537023514,3.70983951905225,10.9684493188413,2.54575211629597,0.426495105983017,0.199345273455156,NA,NA,NA
"989",NA,0,2.03424915588537,50.1876607562487,0.97484850362476,17.9535162299369,7.14831312983788,2.65696242595703,10.263536123543,2.39233279367903,0.495545472224023,0.236923003163944,NA,NA,NA
"990",NA,0,1.92201893247604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991",NA,0,1.21506125863745,63.2373082674642,1.06220389724311,14.5296881254169,7.8346579046323,1.52559884797367,4.13456699101796,2.85443084819487,1.259049235255,NA,NA,NA,NA
"992",NA,0,1.192371446968,64.0502371288186,1.16246847117794,14.699736490994,7.230012713306,1.57700489611191,3.99744767964072,3.63449277294476,1.4120335950688,0.472021314788628,NA,NA,NA
"993",NA,0,1.22647998729212,65.3552018799402,1.24755155388471,14.4730053368913,7.69314520027934,1.39161147089076,3.87893741766467,2.5197334645498,1.22267027725203,0.61408598234637,NA,NA,NA
"994",NA,0,1.17982713617948,61.6542362743004,1.19600121553885,14.0384372915277,7.6674156176697,1.41582206130426,3.81121726796407,2.52889956285342,1.21291300705918,NA,NA,NA,NA
"995",NA,0,1.75563240597386,66.3820593890194,0.913058258145363,12.9992528352235,5.49326588715598,0.776231326887472,2.73846853293413,2.80779158329709,1.73739639495626,0.678244219307931,NA,NA,NA
"996",NA,0,1.3195899498712,66.5959880367443,0.959270050125313,13.4338208805871,5.81488566977635,0.926137996297058,2.95254255988024,2.29273773597216,1.63873955189524,0.109985549076962,NA,NA,NA
"997",NA,0,1.3195899498712,63.6223798333689,1.35198686716792,13.3393495663776,7.24287750461081,1.21616760337379,3.68053416916168,2.56515956937799,1.22772960253721,NA,NA,NA,NA
"998",NA,0,1.75910627511507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999",NA,0,1.53317928295828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000",NA,0,1.4109987261024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001",NA,0,1.65390304284556,61.1525690656263,0.9425934266028,15.482033293355,6.51768501411406,1.76802839851286,4.54250438401845,4.12959378351281,2.11881179413513,0.315023055964983,NA,NA,NA
"1002",NA,0,1.43600426771568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003",NA,0,1.56005849387179,61.0320994890503,1.05485758511716,14.6137645488611,6.58467157605879,1.56366957578724,4.26295987205466,4.16599376551151,2.1050234729779,0.316421845574388,NA,NA,NA
"1004",NA,0,1.84597005245779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005",NA,0,1.48994591421825,63.3591407940886,1.14510801064511,14.5327893262659,6.17451081456907,1.35047509169868,3.89273717670601,4.35257086526421,2.69641048861005,0.389408577386748,NA,NA,NA
"1006",NA,0,1.73459751161543,63.6475536845391,1.02696312944408,16.3222924245072,4.45198976305856,1.40619900267756,3.94492167153537,4.07119925740556,2.26290570718579,0.349887230336326,NA,NA,NA
"1007",NA,0,1.22842445983794,65.1060310207483,0.876134269974207,14.706533831754,5.88137765058845,0.849765070864542,3.85546110880888,4.29801856566721,2.56417102597759,0.283733205840568,NA,NA,NA
"1008",NA,0,2.11803635218645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009",NA,0,1.65323376473206,60.1028677749724,1.03058405543179,15.2770341235366,6.16314977831899,0.901240801237902,4.48249269728548,4.49880886820214,2.20259112587042,0.321153848396331,NA,NA,NA
"1010",NA,0,1.26332357183409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011",NA,0,1.66564679618526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012",NA,0,1.68499723048009,48.5751238839126,1.01320336070461,20.0506025890013,6.96550732836743,3.01738531904987,12.1873542507178,2.95260883181933,0.744214546812065,0.162917960592742,NA,NA,NA
"1013",NA,0,1.84562612491505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014",NA,0,1.99147144478907,49.917,0.899,19.787,7.614,3.535,11.257,2.718,0.731,0.186,NA,NA,NA
"1015",NA,0,2.06829984352106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016",NA,0,1.49652919336696,63.412,0.967,15.042,6.227,1.318,3.726,3.867,2.514,0.375,NA,NA,NA
"1017",NA,0,1.61180089006948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018",NA,0,2.00329755062286,59.076,0.959,15.627,7.468,2.01,5.288,4.218,2.022,0.306,NA,NA,NA
"1019",NA,0,2.10379438181436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020",NA,0,1.65027662591539,61.865,0.877,15.251,6.798,1.783,4.404,4.015,2.136,0.314,NA,NA,NA
"1021",NA,0,1.53353236792236,53.6036648697747,0.886812159002338,13.8098825551418,8.49177438696605,4.77639550561798,4.86924507606467,3.78658532006758,1.90647959183673,0.237035294117647,NA,NA,NA
"1022",NA,0,1.30796183094193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023",NA,0,2.11890829152475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024",NA,0,1.68224931259746,66.980134527199,0.779933491143499,16.9538433686776,1.75962150106365,0.445721111739368,3.41996327473361,5.04177946329412,2.48267597087379,0.444275885479477,NA,NA,NA
"1025",NA,0,1.25969204987532,64.4506327367739,0.837026832542013,18.0981213763082,1.76623661332538,0.281688254210595,2.19980629841048,6.65858748793041,2.86848424806816,0.333033507526017,NA,NA,NA
"1026",NA,0,1.41796244262087,60.7,1.057,15.47,7.234,2.114,5.022,4.128,2.046,0.29,NA,NA,NA
"1027",NA,0,1.68237459587596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028",NA,0,1.94921102580363,67.143,0.598,13.632,5.276,1.088,2.315,3.691,3.372,0.167,NA,NA,NA
"1029",NA,0,1.42390864215964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030",NA,0,1.68537060303374,59.667,1.036,15.42,7.371,2.284,5.165,3.696,1.89,NA,NA,NA,NA
"1031",NA,0,1.61707400758162,60.503,0.785,15.869,7.801,2.206,4.608,4.283,2.184,0.352,NA,NA,NA
"1032",NA,0,1.87328374626605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033",NA,0,1.6364361289767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034",NA,0,1.64210783683796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035",NA,0,1.38545880290585,56.7055390245355,1.11561952024763,15.9268198439324,5.46517284060328,5.04114246258218,6.84702263828206,3.92186398586413,1.71477746853878,0.28390986441085,NA,NA,NA
"1036",NA,0,1.29501483214703,53.1834293455012,1.76058324892871,16.122172377589,11.475115369046,3.62887643435981,7.80378545454545,3.29858694571485,1.15531652084406,0.334513274336283,NA,NA,NA
"1037",NA,0,1.27914132137597,51.5795864822473,1.23357802882743,20.1811663644173,5.8816515989745,1.41145905996759,11.7696436363636,2.99975019884669,1.01844055584148,0.199646017699115,NA,NA,NA
"1038",NA,0,1.77029844879953,59.2667870218009,1.00078726197514,15.8742113567886,6.50417214510092,1.58387657015793,4.08615163262655,5.0970690512825,2.40389150048547,0.30970689950988,NA,NA,NA
"1039",NA,0,1.59390015934442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040",NA,0,1.19163877688974,61.9860317111027,0.960302606747942,14.2015743404935,7.58190448793022,1.8171599888457,4.35150225689363,4.0846721894773,2.24162684853347,0.299352570184741,NA,NA,NA
"1041",NA,0,1.79880647327825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042",NA,0,1.93263552446354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043",NA,0,2.13033376849501,50.25,2.69,16.37,12.22,3.43,8.46,3.35,0.85,0.5,NA,NA,NA
"1044",NA,0,1.723117693932,52.1985900448622,2.99609765165128,12.7972514230039,13.9717029355922,3.77886439748917,8.37436876014361,2.8478129971577,1.20773967718934,0.901178115516239,NA,NA,NA
"1045",NA,0,2.25930545029343,55.4075197607349,2.19848012531328,13.0779906670327,12.9033856787294,2.41724504422958,8.05728443271768,3.03937036102653,1.25977199601003,0.982978417382321,NA,NA,NA
"1046",NA,0,2.33494995664265,53.3538047425764,1.76839348370927,16.438175130387,10.6263176177771,2.55836293766715,8.54823007915567,3.87847274249674,0.681081551486009,0.599868880351262,NA,NA,NA
"1047",NA,0,2.01226996179672,50.2304464857936,2.20114939849624,16.5718188306341,12.8776560961198,4.08794160872249,8.36051556728232,3.59863715311005,0.796241431786792,0.638821405049396,NA,NA,NA
"1048",NA,0,1.81992749292981,54.3164836573382,1.76589104010025,15.0444622563821,14.601538130965,2.61872358773915,9.05361530343008,1.74843325141366,0.549900474448821,0.712372936979402,NA,NA,NA
"1049",NA,0,1.57988152583788,50.5727323221534,1.7493749122807,15.407209442767,13.1864110874353,3.47073737914009,8.82258205804749,3.3612621661592,0.639643268197862,0.492634871182282,NA,NA,NA
"1050",NA,0,1.66465405385093,50.8080538346507,1.81110185463659,15.9036003293988,10.4848049134242,2.93429039292327,8.79370290237467,3.95503662244454,0.789375204614047,0.696791927100148,NA,NA,NA
"1051",NA,0,1.64852853821417,57.0975560777612,2.02047296992481,12.4479560801537,14.1641352266012,2.33217632585888,7.45082216358839,2.11858186820357,1.2926576103637,1.27466408762188,NA,NA,NA
"1052",NA,0,1.24871321079511,53.867233497116,2.28539833333333,12.6961515234697,13.1092223396064,3.16279856819585,8.44715303430079,2.65277668551544,1.11606306588572,1.01734829211597,NA,NA,NA
"1053",NA,0,1.82062087537905,57.1403418073061,2.39550585213033,13.4025539390612,12.440253191756,2.18376209010492,7.98508654353562,2.35973113092649,1.27687733387897,0.946088085168206,NA,NA,NA
"1054",NA,0,1.93194491149683,53.3751976073489,2.67144196741855,15.3881174855888,10.8707486525686,2.38905463073442,8.76482374670185,4.07082601130927,0.899355299503811,0.715580791954543,NA,NA,NA
"1055",NA,0,1.86695987879944,51.8990899380474,1.86248536340852,15.2926576996981,12.1057686178309,4.59404244394158,8.04284485488127,3.13426643758156,0.761548915545552,0.54877233324724,NA,NA,NA
"1056",NA,0,2.10875334189402,54.530412305063,3.18394241854637,12.734335437826,11.9256615395634,3.11238747582802,8.30275725593668,2.35218257938234,1.2673609839378,0.996497234777555,NA,NA,NA
"1057",NA,0,1.73318329119591,50.5941251869259,2.02964859649123,16.056335986824,12.3373348613175,4.13453870397038,8.47603218997362,3.40668827098739,0.866590145275973,0.599639747853038,NA,NA,NA
"1058",NA,0,2.13727416628927,49.7384105960265,1.62492005012531,13.9944046115839,12.8261969309005,4.94891000205719,7.97064696569921,3.29372958895172,0.77744965215612,0.676857399754633,NA,NA,NA
"1059",NA,0,1.89462681825018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060",NA,0,1.46357698077454,53.0543046357616,2.64424874686717,12.8297952237167,13.4565717048364,3.00891207570459,8.4615926121372,2.42389381905176,1.0894413780756,0.967168275004843,NA,NA,NA
"1061",NA,0,2.12481409488239,50.1020892971587,2.09454530075188,16.1708877298929,12.7104138091572,4.18710553384077,8.43271345646438,3.34333435624184,0.776245050897744,0.546481008264996,NA,NA,NA
"1062",NA,0,1.53344756062909,50.5727323221534,2.38232631578947,17.1254855888004,13.3407885830931,2.73861575807447,8.41827387862797,4.35389669421488,0.922122263287125,0.547626670756118,NA,NA,NA
"1063",NA,0,2.3745457196134,52.5836616107669,2.26504512531328,14.8726346417788,11.5911769656383,3.19828532400741,8.54823007915567,3.2590871291866,0.958983061793442,0.730474404339123,NA,NA,NA
