"","pi_D08","is_ok","CO2.PPM.","SIO2.WT..","TIO2.WT..","AL2O3.WT..","FeOT_calc","MGO.WT..","CAO.WT..","NA2O.WT..","K2O.WT..","P2O5.WT..","NB.PPM.","CE.PPM.","LA.PPM."
"1518",NA,0,2.19033169817029,67.71,1.13,14.3,5.67,0.8,2.72,3.91,3.61,NA,NA,NA,NA
"1519",NA,0,2.72427586960079,68.47,0.83,14.81,4.55,0.57,2.14,3.97,4.53,NA,NA,NA,NA
"1520",NA,0,2.92941892571429,68.66,0.7,14.33,4.39,0.6,2.05,4.17,5.01,NA,NA,NA,NA
"1521",NA,0,1.95424250943932,69.96,1.16,14.24,4.28,0.48,2.44,3.59,3.69,NA,NA,NA,NA
"1522",NA,0,2.50650503240487,69.38,1.05,14.73,4.43,0.77,3.24,3.16,3.12,NA,NA,NA,NA
"1523",NA,0,2.76863810124761,68.95,1.01,15.03,3.99,0.92,3.5,3.61,2.91,NA,NA,NA,NA
"1524",NA,0,2.72427586960079,68.51,1.27,13.97,4.52,0.78,3,3.41,4.4,NA,NA,NA,NA
"1525",NA,0,2.55630250076729,69.04,1.1,14.56,4.09,0.7,2.71,3.85,3.84,NA,NA,NA,NA
"1526",NA,0,2.57978359661681,69.63,0.76,13.79,4.59,0.68,2.33,3.11,5.02,NA,NA,NA,NA
"1527",NA,0,2.63948648926859,68.68,1.18,13.72,5.09,0.7,2.41,3.08,4.93,NA,NA,NA,NA
"1528",NA,0,2.73078227566639,70.48,0.76,15.37,3.01,0.83,2.48,3.49,3.51,NA,NA,NA,NA
"1529",NA,0,2.49692964807321,69.03,1.02,13.8,4.64,1.23,3.51,3.63,3.05,NA,NA,NA,NA
"1530",NA,0,2.02530586526477,69.06,1.03,13.53,4.85,1.22,3.53,3.74,2.98,NA,NA,NA,NA
"1531",NA,0,2.43296929087441,65.84,1.01,15.18,4.76,1.53,3.63,4.41,3.4,NA,NA,NA,NA
"1532",NA,0,2.68663626926229,66.2,0.95,15.95,4.16,1.31,3.69,3.99,3.19,NA,NA,NA,NA
"1533",NA,0,2.57634135020579,63.76,0.74,14.97,5.29,2.73,5.53,4.09,2.78,NA,NA,NA,NA
"1534",NA,0,1.81291335664286,67.76,1.02,14.12,5.07,1.19,3.4,3.75,3.58,NA,NA,NA,NA
"1535",NA,0,1.79239168949825,66.34,1.04,12.94,5.77,2.25,4.74,3.54,3.21,NA,NA,NA,NA
"1536",NA,0,2.38381536598043,64.2,0.92,11.18,6.37,4.24,6.79,3.25,2.94,NA,NA,NA,NA
"1537",NA,0,1.95424250943932,65.98,0.94,12.74,5.65,2.72,5.12,3.43,3.24,NA,NA,NA,NA
"1538",NA,0,2.69983772586725,67.13,0.85,13.37,5.67,1.75,4.08,3.75,3.26,NA,NA,NA,NA
"1539",NA,0,2.91960102378411,66.95,1,14.4,5.14,1.27,3.66,3.67,3.85,NA,NA,NA,NA
"1540",NA,0,2.46538285144842,64.63,1.22,14.29,6.65,1.71,4.23,4,3.06,NA,NA,NA,NA
"1541",NA,0,2.45024910831936,66.14,1,14.99,5.87,1.29,3.75,4.26,2.6,NA,NA,NA,NA
"1542",NA,0,2.86272752831797,64.14,1.16,13.78,8.01,1.54,4.19,3.79,3.11,NA,NA,NA,NA
"1543",NA,0,1.79934054945358,63.32,0.96,15.25,6.67,2.32,5.14,4,2.21,NA,NA,NA,NA
"1544",NA,0,2.27875360095283,63.09,0.8,15.58,6.51,2.1,5.03,3.88,2.85,NA,NA,NA,NA
"1545",NA,0,3.01828430842653,60.14,0.94,15.99,7.46,2.55,6.26,4.19,2.28,NA,NA,NA,NA
"1546",NA,0,2.73719264270474,60.57,0.87,14.43,5.89,2.07,5.25,6.5,4.34,NA,NA,NA,NA
"1547",NA,0,2.60638136511061,65.65,0.72,15.1,5.36,1.68,4.43,3.72,3.12,NA,NA,NA,NA
"1548",NA,0,2.81023251799508,62.8,1.44,13.5,8.57,1.93,5,3.68,2.81,NA,NA,NA,NA
"1549",NA,0,2.57518784492766,64.94,0.85,14.9,6.12,1.55,4.51,3.84,3.07,NA,NA,NA,NA
"1550",NA,0,2.30319605742049,68.32,0.92,14.18,4.75,1.08,3.24,3.53,3.84,NA,NA,NA,NA
"1551",NA,0,2.55388302664387,67.63,0.88,14.43,4.63,1.21,3.44,3.57,4.1,NA,NA,NA,NA
"1552",NA,0,2.12385164096709,68.32,0.92,14.18,4.75,1.08,3.24,3.53,3.84,NA,NA,NA,NA
"1553",NA,0,2.06069784035361,64.86,1.18,13.99,6.28,2.17,4.85,3.2,3.34,NA,NA,NA,NA
"1554",NA,0,2.6730209071289,66.26,0.8,14.57,4.88,1.68,3.9,3.89,3.86,NA,NA,NA,NA
"1555",NA,0,2.43775056282039,64.9,0.8,14.49,5.12,2.24,4.73,2.9,4.68,NA,NA,NA,NA
"1556",NA,0,2.57863920996807,67.23,0.94,14.05,5.46,1.29,3.87,3.26,3.78,NA,NA,NA,NA
"1557",NA,0,2.79657433321043,66.7,0.95,13.85,5.75,1.36,3.93,3.54,3.73,NA,NA,NA,NA
"1558",NA,0,2.95279244304409,65.78,1.12,14.46,5.79,1.34,4.05,3.69,3.61,NA,NA,NA,NA
"1559",NA,0,2.78031731214015,64.77,1.07,14.9,6.47,1.39,4.1,3.59,3.65,NA,NA,NA,NA
"1560",NA,0,2.87794695162919,67.97,0.86,13.66,5.16,1.22,3.35,3.49,4.23,NA,NA,NA,NA
"1561",NA,0,2.4456042032736,66.26,0.63,14.25,6.23,1.44,3.77,2.27,4.99,NA,NA,NA,NA
"1562",NA,0,2.25767857486918,66.15,1.21,14.23,5.96,1.62,4.17,3.49,3.01,NA,NA,NA,NA
"1563",NA,0,2.41329976408125,66.51,1.13,13.84,5.98,1.49,3.83,3.91,3.15,NA,NA,NA,NA
"1564",NA,0,2.22271647114758,65.73,1.14,13.87,6.3,1.51,3.9,4.17,3.17,NA,NA,NA,NA
"1565",NA,0,1.93951925261862,65.97,1.02,14.67,5.87,1.49,3.87,4.09,2.87,NA,NA,NA,NA
"1566",NA,0,2.03342375548695,73.82,0.23,12.59,1.56,0.15,2.05,3.82,1.7,NA,NA,NA,NA
"1567",NA,0,1.95904139232109,73.26,0.22,13.23,1.48,0.14,2.03,4.02,1.62,NA,NA,NA,NA
"1568",NA,0,2.24303804868629,71.11,0.35,12.66,2.07,0.17,2.35,3.65,1.65,NA,NA,NA,NA
"1569",NA,0,2.24797326636181,72.92,0.13,12.19,1.77,0.14,2.11,3.51,1.73,NA,NA,NA,NA
"1570",NA,0,1.25527250510331,74.6,0.34,12.05,2.34,0.27,1.94,4.27,2.18,NA,NA,NA,NA
"1571",NA,0,2.22530928172586,72.02,0.27,12.71,1.8,0.14,2.17,3.62,1.93,NA,NA,NA,NA
"1572",NA,0,1.53147891704226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573",-7.35154343182546,1,1.43136376415899,77.66,0.09,12.52,0.86,0.07,0.69,3.73,4.13,NA,7.72,51.7,25.3
"1574",-7.34065547602775,1,1.77085201164214,77.51,0.13,12.62,0.89,0.12,0.77,3.9,3.82,NA,7.58,50,23.3
"1575",-7.41686145599365,1,1.6232492903979,77.71,0.12,12.58,0.88,0.11,0.74,3.85,3.75,NA,7.7,50.6,23.9
"1576",-7.29719988145732,1,1.67209785793572,77.17,0.1,12.85,0.85,0.08,0.66,3.84,4.2,NA,7.72,50.3,23.9
"1577",NA,0,2.23552844690755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1578",NA,0,2.10037054511756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579",NA,0,2.02530586526477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580",NA,0,2.25285303097989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581",NA,0,1.99122607569249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582",NA,0,2.08635983067475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583",NA,0,1.83884909073726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584",NA,0,1.94939000664491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585",NA,0,1.66275783168157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586",NA,0,1.7160033436348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1587",NA,0,2.43296929087441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1588",NA,0,1.94939000664491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589",NA,0,2.11058971029925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1590",NA,0,1.93951925261862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1591",NA,0,2.28330122870355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1592",NA,0,2.43296929087441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593",NA,0,2.68484536164441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1594",NA,0,2.43136376415899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595",NA,0,1.78532983501077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596",NA,0,3.15167623084705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597",NA,0,2.65030752313194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1598",NA,0,2.65127801399814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599",NA,0,2.55750720190566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600",NA,0,2.82801506422398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601",NA,0,2.8561244442423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602",NA,0,2.7419390777292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603",NA,0,2.70500795933334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604",NA,0,2.69019608002851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605",NA,0,2.65321251377534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606",NA,0,2.70671778233676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607",NA,0,2.69284691927723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608",NA,0,2.80955971463527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609",NA,0,2.55388302664387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1610",NA,0,2.72345567203519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611",NA,0,2.69983772586725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612",NA,0,2.65030752313194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613",NA,0,2.69019608002851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1614",NA,0,2.80955971463527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615",NA,0,1.49136169383427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616",NA,0,1.27875360095283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617",NA,0,2.20411998265592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618",NA,0,1.95904139232109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619",NA,0,1.32221929473392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620",NA,0,2.70926996097583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621",NA,0,2.49415459401844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622",NA,0,1.69019608002851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623",NA,0,2.29446622616159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624",NA,0,1.69897000433602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625",NA,0,2.16136800223497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626",NA,0,1.66275783168157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627",NA,0,1.90848501887865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628",NA,0,2.28780172993023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629",NA,0,1.70757017609794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630",NA,0,1.34242268082221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631",NA,0,1.50514997831991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632",NA,0,1.76342799356294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633",NA,0,2.02938377768521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1634",NA,0,1.11394335230684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635",NA,0,1.95904139232109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636",NA,0,1.67209785793572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637",NA,0,1.17609125905568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638",NA,0,2.31597034545692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639",NA,0,1.77815125038364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640",NA,0,1.50514997831991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641",NA,0,1.54406804435028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642",NA,0,1.79239168949825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643",NA,0,1.46239799789896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644",NA,0,2.41995574848976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645",NA,0,2.09453750954171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646",NA,0,1.75706482785975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647",NA,0,1.89623948135679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648",NA,0,1.98875828341717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649",NA,0,1.96804471321926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650",NA,0,1.90795669923397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651",NA,0,1.82772372516321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652",NA,0,1.58807295707142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653",NA,0,2.2453962803577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654",NA,0,2.07920691914676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655",NA,0,1.94694287697116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656",NA,0,2.0180906725999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657",NA,0,2.2821451938807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658",NA,0,2.10310244709363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659",NA,0,2.92670286700925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660",NA,0,2.2979476227266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661",NA,0,2.1154577048593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662",NA,0,1.9591393861634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663",NA,0,2.04429398335115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664",NA,0,2.70179804219725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665",NA,0,2.98055100352188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666",NA,0,2.08125847845925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667",NA,0,2.73646606572085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668",NA,0,2.79878192562242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669",NA,0,3.1239023834408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1670",NA,0,2.79331223543072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671",NA,0,2.2361251580658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672",NA,0,2.09931477086972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673",NA,0,2.02340091731585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674",NA,0,2.25190182479999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675",NA,0,2.11892911938257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676",NA,0,2.44743282818878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1677",NA,0,2.06157589443797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678",NA,0,2.29601761514721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1679",NA,0,2.79568544182968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680",NA,0,2.230514071527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681",NA,0,2.11928410626521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682",NA,0,3.14610170178629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683",NA,0,3.14107672469439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684",NA,0,3.5450019277073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685",NA,0,1.7356114654317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686",NA,0,2.8928170563238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687",NA,0,2.01143050236309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688",NA,0,1.79811451890284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689",NA,0,2.81024905399874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690",NA,0,3.09558034170488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691",NA,0,2.24492788994759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692",NA,0,1.98836840258305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693",NA,0,2.18419398679301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694",NA,0,2.6179107186539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695",NA,0,3.20898795498368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696",NA,0,2.60797614035348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697",NA,0,2.57013495474528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698",NA,0,2.54123614357766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699",NA,0,2.53196421225173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700",NA,0,2.59236938029197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701",NA,0,2.46010367283439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702",NA,0,2.43171514326163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703",NA,0,1.87909410360492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704",NA,0,2.32523523491149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705",NA,0,2.18132033910979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706",NA,0,2.30975230391836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707",NA,0,2.25026669833951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708",NA,0,1.94052253157873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709",NA,0,2.28321479701583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710",NA,0,2.43226120061831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711",NA,0,2.68504685829686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712",NA,0,2.43093833441961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713",NA,0,1.89905892846825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714",NA,0,1.62427541877654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715",NA,0,1.78304643023007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716",NA,0,3.151633470558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717",NA,0,3.151633470558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718",NA,0,2.30660910193391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719",NA,0,2.07875477548747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720",NA,0,2.03855005366564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721",NA,0,2.03855005366564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722",NA,0,2.06890907906912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723",NA,0,1.92292510496224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724",NA,0,1.91364665395195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725",NA,0,1.91831065757987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726",NA,0,1.99156609294963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727",NA,0,2.08691687545787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728",NA,0,1.84079976325214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729",NA,0,1.95154100677238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730",NA,0,2.27333059035833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731",NA,0,2.11709258977474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732",NA,0,2.37131346637057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733",NA,0,3.11129673192439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734",NA,0,2.09133012651153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735",NA,0,2.91144292709454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736",NA,0,2.98892318005594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737",NA,0,2.21840844194593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738",NA,0,2.43312201241839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739",NA,0,1.94747784543836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740",NA,0,2.11040807517484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741",NA,0,1.66576211796882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742",NA,0,1.71683887498278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743",NA,0,2.65365678969986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744",NA,0,2.02000071198398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745",NA,0,1.77258017798367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746",NA,0,1.7038184646969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747",NA,0,1.69957341695278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748",NA,0,1.70170112750098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749",NA,0,1.67425974727587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750",NA,0,1.76579215322152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751",NA,0,1.93060537684737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752",NA,0,2.39674948920079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753",NA,0,2.22387688053244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754",NA,0,2.01486304645085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755",NA,0,2.04587424066762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1756",NA,0,2.07557159207083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757",NA,0,2.05334615291787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758",NA,0,2.0027882961661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759",NA,0,1.86052497338001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760",NA,0,1.93745598514084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761",NA,0,1.65822702331385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1762",NA,0,2.50709175462134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763",NA,0,2.29458120301821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764",NA,0,2.97034932600691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765",NA,0,2.17698171849423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766",NA,0,1.91367316536824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767",NA,0,1.93692822867754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768",NA,0,1.67327875624061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769",NA,0,2.1134448945089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
